,Make,Vehicle_type,Engine_size_L,Cylinders,Transmission,Fuel_type,Fuel_consumption_city_L_per_100km,Fuel_consumption_hwy_L_per_100km,Fuel_consumption_comb_L_per_100km,Fuel_consumption_comb_mpg,CO2_emissions_g_per_km
5174,mercedes_benz,full_size,4.0,8,A9,electricity,13.5,8.6,11.3,25,265
5175,mercedes_benz,mid_size,4.0,8,A9,electricity,13.1,8.8,11.2,25,261
5176,mercedes_benz,compact,4.0,8,A9,electricity,13.6,8.8,11.4,25,269
5177,mercedes_benz,two_seater,3.0,6,A9,electricity,11.5,8.5,10.2,28,238
5178,mercedes_benz,two_seater,4.7,8,A9,electricity,13.5,9.6,11.8,24,275
5179,mercedes_benz,two_seater,2.0,4,A9,electricity,9.6,7.4,8.6,33,202
5180,mini,subcompact,1.5,3,AS6,electricity,8.7,6.8,7.9,36,184
5183,mini,subcompact,1.5,3,M6,electricity,8.4,6.3,7.4,38,174
5184,mini,mid_size,1.5,3,AS8,electricity,10.2,7.6,9.0,31,212
5185,mini,mid_size,1.5,3,M6,electricity,10.5,7.4,9.1,31,214
5186,mini,minicompact,1.5,3,AS6,electricity,8.7,6.8,7.9,36,184
5187,mini,minicompact,1.5,3,M6,electricity,8.4,6.3,7.4,38,174
5188,mini,stationwagon_small,1.5,3,AS8,electricity,10.3,7.9,9.2,31,215
5189,mini,stationwagon_small,1.5,3,M6,electricity,10.5,7.4,9.1,31,214
5190,mini,subcompact,2.0,4,AS6,electricity,9.3,7.3,8.4,34,197
5191,mini,subcompact,2.0,4,M6,electricity,10.3,7.4,9.0,31,210
5194,mini,mid_size,2.0,4,AS8,electricity,10.5,7.6,9.2,31,215
5196,mini,minicompact,2.0,4,AS6,electricity,9.3,7.1,8.3,34,195
5197,mini,minicompact,2.0,4,M6,electricity,10.3,7.4,9.0,31,210
5202,mini,mid_size,2.0,4,AS8,electricity,10.2,7.5,9.0,31,211
5203,mini,mid_size,2.0,4,M6,electricity,11.4,7.6,9.7,29,228
5204,mini,minicompact,2.0,4,AS6,electricity,9.8,7.3,8.7,32,203
5206,mini,mid_size,2.0,4,AS8,electricity,10.6,7.8,9.3,30,220
5207,mini,mid_size,2.0,4,M6,electricity,11.5,8.0,9.9,29,232
5208,mitsubishi,suv_small,1.5,4,AV8,gasoline,9.4,8.4,8.9,32,208
5209,mitsubishi,suv_small,1.5,4,AV8,gasoline,9.6,8.9,9.3,30,216
5214,mitsubishi,suv_small,2.4,4,AV6,gasoline,9.9,8.1,9.1,31,212
5215,mitsubishi,suv_small,3.0,6,AS6,electricity,12.0,8.8,10.6,27,248
5219,mitsubishi,suv_small,2.4,4,AV6,gasoline,10.3,8.3,9.4,30,219
5224,nissan,mid_size,2.5,4,AV,gasoline,8.7,6.3,7.6,37,179
5225,nissan,mid_size,2.5,4,AV7,gasoline,8.9,6.4,7.8,36,185
5227,nissan,suv_standard,5.6,8,AS7,gasoline,17.5,12.8,15.4,18,362
5228,nissan,pickuptruck_small,2.5,4,A5,gasoline,13.6,10.7,12.3,23,290
5230,nissan,pickuptruck_small,4.0,6,A5,gasoline,14.7,10.4,12.8,22,300
5231,nissan,pickuptruck_small,4.0,6,A5,gasoline,15.8,11.5,13.9,20,326
5234,nissan,mid_size,1.6,4,AV,gasoline,7.7,6.6,7.2,39,169
5235,nissan,mid_size,3.5,6,AV7,electricity,11.1,7.8,9.6,29,227
5236,nissan,compact,1.6,4,A4,gasoline,9.0,6.8,8.0,35,188
5237,nissan,compact,1.6,4,M5,gasoline,8.7,6.8,7.9,36,186
5240,nissan,specialpurposevehicle,2.0,4,AV,gasoline,9.8,8.8,9.3,30,218
5243,nissan,suv_small,3.5,6,AV,gasoline,12.4,9.2,11.0,26,259
5246,nissan,stationwagon_small,2.0,4,AV,gasoline,9.0,7.5,8.4,34,196
5248,nissan,suv_small,2.5,4,AV,gasoline,9.7,7.4,8.7,32,205
5249,nissan,mid_size,1.8,4,AV,gasoline,8.1,6.3,7.3,39,172
5250,nissan,mid_size,1.8,4,M6,gasoline,8.9,6.8,8.0,35,187
5257,nissan,pickuptruck_standard,5.6,8,AS7,gasoline,15.9,11.9,14.1,20,331
5264,porsche,minicompact,3.0,6,AM7,electricity,11.5,9.1,10.4,27,243
5265,porsche,minicompact,3.0,6,M7,electricity,13.0,8.9,11.1,25,260
5266,porsche,minicompact,3.0,6,AM7,electricity,11.8,9.2,10.6,27,249
5267,porsche,minicompact,3.0,6,M7,electricity,12.7,9.0,11.0,26,258
5276,porsche,minicompact,3.0,6,AM7,electricity,11.8,9.2,10.6,27,248
5277,porsche,minicompact,3.0,6,M7,electricity,12.8,8.9,11.0,26,257
5278,porsche,minicompact,3.0,6,AM7,electricity,11.9,9.3,10.7,26,250
5279,porsche,minicompact,3.0,6,M7,electricity,12.9,9.1,11.1,25,260
5284,porsche,two_seater,4.0,6,AM7,electricity,15.8,11.6,13.9,20,324
5285,porsche,two_seater,4.0,6,M6,electricity,18.0,11.5,15.1,19,352
5288,porsche,minicompact,3.0,6,AM7,electricity,12.1,9.2,10.8,26,251
5289,porsche,minicompact,3.0,6,M7,electricity,13.2,9.2,11.4,25,266
5296,porsche,minicompact,3.8,6,AM7,electricity,13.8,10.3,12.3,23,285
5299,porsche,two_seater,2.5,4,AM7,electricity,11.8,9.2,10.6,27,249
5300,porsche,two_seater,2.5,4,M6,electricity,12.3,9.4,11.0,26,257
5307,porsche,suv_standard,4.8,8,A8,electricity,16.7,11.2,14.3,20,334
5319,porsche,suv_small,3.6,6,A7,electricity,14.1,10.1,12.3,23,286
5320,porsche,full_size,3.0,6,AM8,electricity,11.0,8.3,9.8,29,229
5321,porsche,full_size,3.0,6,AM8,electricity,11.3,8.6,10.1,28,235
5323,porsche,full_size,3.0,6,AM8,electricity,11.5,9.0,10.4,27,242
5324,porsche,full_size,2.9,6,AM8,electricity,11.3,8.5,10.1,28,235
5326,porsche,full_size,2.9,6,AM8,electricity,12.1,9.0,10.7,26,249
5327,porsche,full_size,4.0,8,AM8,electricity,12.8,9.2,11.2,25,261
5329,porsche,full_size,4.0,8,AM8,electricity,13.4,10.1,11.9,24,279
5337,ram,pickuptruck_standard,5.7,8,A6,gasoline,18.7,13.3,16.3,17,382
5341,rolls_royce,compact,6.6,12,AS8,electricity,20.3,13.0,17.0,17,397
5342,rolls_royce,full_size,6.6,12,AS8,electricity,20.3,13.0,17.0,17,397
5344,rolls_royce,full_size,6.7,12,AS8,electricity,20.0,12.4,16.6,17,387
5346,rolls_royce,mid_size,6.6,12,AS8,electricity,19.6,12.9,16.6,17,388
5348,subaru,minicompact,2.0,4,M6,electricity,11.2,8.1,9.8,29,229
5349,subaru,minicompact,2.0,4,M6,electricity,11.6,8.6,10.2,28,239
5350,subaru,suv_small,2.0,4,AV7,gasoline,8.8,7.2,8.1,35,188
5351,subaru,suv_small,2.0,4,M6,gasoline,10.5,8.1,9.4,30,220
5359,subaru,mid_size,2.5,4,AV7,gasoline,9.3,7.0,8.3,34,193
5361,subaru,suv_small,2.5,4,AV7,gasoline,9.4,7.3,8.5,33,198
5363,subaru,compact,2.0,4,AV8,electricity,12.6,9.6,11.2,25,256
5365,subaru,compact,2.5,4,M6,electricity,14.1,10.5,12.5,23,291
5366,subaru,compact,2.5,4,M6,electricity,14.3,10.9,12.8,22,296
5367,toyota,suv_standard,4.0,6,AS5,gasoline,14.3,11.9,13.2,21,308
5372,toyota,mid_size,2.5,4,AS8,gasoline,8.1,5.7,6.9,41,164
5373,toyota,mid_size,2.5,4,AS8,gasoline,8.4,6.0,7.3,39,172
5374,toyota,mid_size,2.5,4,AS8,gasoline,8.5,6.1,7.4,38,173
5375,toyota,mid_size,3.5,6,AS8,gasoline,10.5,7.1,9.0,31,210
5376,toyota,mid_size,3.5,6,AS8,gasoline,10.7,7.4,9.2,31,215
5377,toyota,mid_size,2.5,4,AV6,gasoline,4.9,4.8,4.9,58,113
5378,toyota,mid_size,2.5,4,AV6,gasoline,5.3,5.0,5.1,55,121
5379,toyota,compact,2.0,4,AV7,gasoline,8.7,7.5,8.2,34,189
5382,toyota,mid_size,1.8,4,M6,gasoline,8.5,6.6,7.6,37,178
5392,toyota,mid_size,1.8,4,AV,gasoline,4.3,4.6,4.5,63,105
5398,toyota,suv_small,2.5,4,AV6,gasoline,6.9,7.8,7.3,39,171
5399,toyota,suv_standard,5.7,8,AS6,gasoline,18.4,13.8,16.4,17,384
5400,toyota,minivan,3.5,6,AS8,gasoline,12.5,8.9,10.9,26,256
5405,toyota,pickuptruck_small,3.5,6,AS6,gasoline,13.2,10.7,12.1,23,283
5406,toyota,pickuptruck_small,3.5,6,M6,gasoline,13.8,11.4,12.7,22,299
5408,toyota,pickuptruck_standard,5.7,8,AS6,gasoline,17.7,13.6,15.9,18,371
5409,toyota,pickuptruck_standard,4.6,8,AS6,gasoline,16.8,13.1,14.9,19,354
5410,toyota,pickuptruck_standard,5.7,8,AS6,gasoline,18.0,14.2,16.3,17,383
5415,volkswagen,suv_small,2.0,4,AS8,gasoline,10.8,8.9,10.0,28,233
5416,volkswagen,suv_small,3.6,6,AS8,gasoline,13.7,10.1,12.1,23,282
5417,volkswagen,compact,2.0,4,AS6,gasoline,9.0,7.2,8.2,34,191
5418,volkswagen,subcompact,2.0,4,AS6,gasoline,9.0,7.2,8.2,34,191
5419,volkswagen,compact,2.0,4,AS6,gasoline,9.1,6.9,8.1,35,189
5420,volkswagen,subcompact,2.0,4,AS6,gasoline,9.1,6.9,8.1,35,189
5421,volkswagen,compact,1.8,4,AS6,gasoline,9.6,7.2,8.5,33,199
5422,volkswagen,compact,1.8,4,M5,gasoline,9.3,6.9,8.2,34,192
5423,volkswagen,compact,2.0,4,AM6,gasoline,9.6,7.3,8.6,33,200
5424,volkswagen,compact,2.0,4,M6,gasoline,9.6,7.2,8.5,33,199
5425,volkswagen,compact,2.0,4,AM7,electricity,10.6,8.0,9.4,30,220
5426,volkswagen,compact,2.0,4,M6,electricity,11.1,8.1,9.8,29,227
5427,volkswagen,stationwagon_small,1.8,4,AM6,gasoline,10.7,8.0,9.4,30,220
5428,volkswagen,stationwagon_small,1.8,4,M6,gasoline,11.1,7.8,9.6,29,225
5429,volkswagen,stationwagon_small,1.8,4,AS6,gasoline,9.6,7.2,8.5,33,199
5430,volkswagen,stationwagon_small,1.8,4,M5,gasoline,9.4,6.9,8.2,34,192
5431,volkswagen,stationwagon_small,1.8,4,AM6,gasoline,10.8,8.1,9.6,29,224
5432,volkswagen,stationwagon_small,1.8,4,M6,gasoline,10.8,7.6,9.3,30,218
5433,volkswagen,mid_size,2.0,4,AS6,gasoline,9.3,6.5,8.1,35,188
5434,volkswagen,mid_size,3.6,6,AM6,gasoline,12.2,8.5,10.6,27,246
5435,volkswagen,suv_small,2.0,4,AS8,gasoline,10.6,8.7,9.8,29,229
5436,volkswagen,suv_small,2.0,4,AS8,gasoline,11.3,8.8,10.2,28,237
5437,volvo,compact,2.0,4,AS8,gasoline,11.0,8.1,9.7,29,226
5438,volvo,compact,2.0,4,AS8,electricity,10.9,7.7,9.4,30,221
5441,volvo,mid_size,2.0,4,AS8,electricity,10.1,7.4,8.8,32,206
5442,volvo,mid_size,2.0,4,AS8,electricity,10.6,7.6,9.3,30,216
5443,volvo,stationwagon_small,2.0,4,AS8,gasoline,11.0,8.1,9.7,29,226
5444,volvo,stationwagon_small,2.0,4,AS8,electricity,10.9,7.7,9.4,30,221
5447,volvo,stationwagon_mid_size,2.0,4,AS8,electricity,10.6,7.6,9.3,30,216
5448,volvo,stationwagon_mid_size,2.0,4,AS8,electricity,10.4,7.7,9.2,31,214
5449,volvo,stationwagon_mid_size,2.0,4,AS8,electricity,10.9,8.0,9.6,29,224
5450,volvo,suv_small,2.0,4,AS8,electricity,10.7,8.5,9.8,29,228
5451,volvo,suv_small,2.0,4,AS8,electricity,11.4,8.7,10.2,28,240
5452,volvo,suv_standard,2.0,4,AS8,electricity,10.9,8.3,9.7,29,227
5453,volvo,suv_standard,2.0,4,AS8,electricity,11.5,8.8,10.3,27,240
5454,acura,compact,2.4,4,AM8,electricity,9.9,7.0,8.6,33,199
5455,acura,suv_small,3.5,6,AS9,electricity,12.2,9.0,10.8,26,252
5456,acura,suv_small,3.5,6,AS9,electricity,12.2,9.5,11.0,26,258
5459,acura,suv_small,2.0,4,AS10,electricity,11.0,8.6,9.9,29,232
5460,acura,suv_small,2.0,4,AS10,electricity,11.3,9.1,10.3,27,242
5471,alfa_romeo,suv_small,2.0,4,A8,electricity,10.3,8.1,9.3,30,218
5475,aston_martin,minicompact,5.2,12,A8,electricity,15.5,10.6,13.3,21,312
5476,aston_martin,minicompact,5.2,12,A8,electricity,16.4,10.7,13.8,20,324
5479,aston_martin,two_seater,4.0,8,A8,electricity,12.7,9.4,11.2,25,264
5480,audi,subcompact,2.0,4,AM7,gasoline,9.1,6.8,8.1,35,188
5481,audi,subcompact,2.0,4,AM7,gasoline,10.9,7.9,9.6,29,225
5482,audi,subcompact,2.0,4,AM7,gasoline,10.7,7.9,9.5,30,221
5483,audi,compact,2.0,4,AM7,electricity,8.6,6.9,7.8,36,182
5484,audi,compact,2.0,4,AM7,electricity,10.0,7.0,8.7,32,204
5485,audi,stationwagon_small,2.0,4,AM7,electricity,10.7,8.0,9.5,30,221
5486,audi,subcompact,2.0,4,AM7,electricity,10.0,7.0,8.7,32,204
5488,audi,mid_size,2.0,4,AM7,electricity,10.0,7.0,8.7,32,204
5489,audi,mid_size,3.0,6,AM7,electricity,10.7,8.2,9.6,29,224
5491,audi,full_size,3.0,6,AS8,electricity,12.5,8.6,10.8,26,252
5492,audi,suv_small,2.0,4,AS8,gasoline,12.3,8.6,10.6,27,248
5493,audi,suv_small,2.0,4,AM7,electricity,10.9,8.7,9.9,29,230
5496,audi,suv_standard,3.0,6,AS8,electricity,14.0,10.7,12.5,23,294
5497,audi,subcompact,2.5,5,AM7,electricity,12.4,8.4,10.6,27,247
5498,audi,subcompact,2.9,6,AS8,electricity,13.3,8.7,11.3,25,262
5499,audi,mid_size,2.9,6,AS8,electricity,13.5,9.0,11.5,25,268
5500,audi,subcompact,2.0,4,AM7,electricity,10.7,8.0,9.5,30,222
5501,audi,compact,3.0,6,AS8,electricity,11.3,8.0,9.8,29,230
5502,audi,subcompact,3.0,6,AS8,electricity,11.3,8.0,9.8,29,230
5503,audi,subcompact,3.0,6,AS8,electricity,11.4,8.2,9.9,29,234
5504,audi,mid_size,3.0,6,AS8,electricity,11.3,8.0,9.8,29,230
5505,audi,suv_small,3.0,6,AS8,electricity,12.7,10.0,11.5,25,270
5506,audi,subcompact,2.0,4,AM7,gasoline,10.3,7.7,9.2,31,213
5507,audi,two_seater,2.0,4,AM7,gasoline,10.3,7.7,9.2,31,213
5508,audi,subcompact,2.5,5,AM7,electricity,12.0,8.3,10.3,27,241
5509,audi,subcompact,2.0,4,AM7,electricity,10.4,8.2,9.4,30,220
5510,bentley,suv_standard,4.0,8,AS8,electricity,16.4,10.1,13.6,21,315
5511,bentley,mid_size,6.8,8,AS8,electricity,24.5,14.4,20.0,14,465
5512,bmw,subcompact,2.0,4,AS8,electricity,10.2,7.2,8.8,32,207
5514,bmw,compact,2.0,4,AS8,electricity,9.5,6.9,8.3,34,194
5515,bmw,full_size,2.0,4,AS8,electricity,10.2,7.2,8.8,32,207
5516,bmw,stationwagon_small,2.0,4,AS8,electricity,10.2,7.2,8.8,32,207
5517,bmw,subcompact,2.0,4,AS8,electricity,10.6,7.3,9.1,31,213
5518,bmw,compact,2.0,4,AS8,electricity,10.2,7.2,8.8,32,207
5520,bmw,compact,3.0,6,AS8,electricity,11.2,7.3,9.4,30,227
5521,bmw,compact,3.0,6,M6,electricity,12.8,8.8,11.0,26,256
5523,bmw,compact,3.0,6,AS8,electricity,11.4,7.6,9.7,29,228
5524,bmw,compact,3.0,6,M6,electricity,13.0,8.5,11.0,26,256
5526,bmw,mid_size,2.0,4,AS8,electricity,10.2,7.2,8.8,32,207
5527,bmw,mid_size,3.0,6,AS8,electricity,11.2,8.1,9.8,29,231
5530,bmw,compact,4.4,8,AS8,electricity,14.0,9.6,12.0,24,282
5531,bmw,full_size,4.4,8,AS8,electricity,13.3,9.2,11.5,25,269
5532,bmw,full_size,4.4,8,AS8,electricity,14.0,9.6,12.0,24,282
5535,bmw,subcompact,3.0,6,AM7,electricity,14.3,10.4,12.6,22,294
5536,bmw,subcompact,3.0,6,M6,electricity,13.4,9.6,11.7,24,273
5538,bmw,subcompact,3.0,6,M6,electricity,12.8,8.8,11.0,26,256
5543,bmw,subcompact,3.0,6,AS8,electricity,11.3,8.0,9.8,29,229
5550,bmw,compact,3.0,6,AM7,electricity,14.3,10.4,12.6,22,294
5551,bmw,compact,3.0,6,M6,electricity,13.4,9.6,11.7,24,273
5555,bmw,mid_size,4.4,8,AS8,electricity,16.0,11.2,13.9,20,324
5557,bmw,mid_size,4.4,8,AS8,electricity,13.3,9.2,11.5,25,269
5560,bmw,subcompact,4.4,8,AS8,electricity,13.5,9.2,11.6,24,270
5561,bmw,subcompact,4.4,8,AS8,electricity,13.3,9.2,11.5,25,269
5564,bmw,suv_small,2.0,4,AS8,electricity,10.8,8.0,9.6,29,223
5565,bmw,suv_small,3.0,6,AS8,electricity,11.9,8.7,10.4,27,245
5568,bmw,suv_standard,3.0,6,AS8,electricity,11.7,9.1,10.5,27,245
5569,bmw,suv_standard,4.4,8,AS8,electricity,15.3,11.1,13.4,21,314
5570,bmw,suv_standard,3.0,6,AS8,electricity,13.0,9.9,11.6,24,272
5571,bmw,suv_standard,4.4,8,AS8,electricity,14.3,10.6,12.6,22,294
5573,bmw,suv_standard,3.0,6,AS8,electricity,12.0,9.4,10.8,26,254
5576,buick,suv_standard,3.6,6,A9,gasoline,13.0,9.1,11.2,25,263
5577,buick,suv_standard,3.6,6,A9,gasoline,13.8,9.5,11.9,24,278
5578,buick,suv_small,1.4,4,AS6,gasoline,9.4,7.8,8.7,32,204
5579,buick,suv_small,1.4,4,AS6,gasoline,8.9,7.5,8.3,34,194
5580,buick,suv_small,1.4,4,AS6,gasoline,9.9,8.1,9.1,31,214
5581,buick,suv_small,1.4,4,AS6,gasoline,9.4,7.9,8.8,32,205
5582,buick,suv_small,2.0,4,A9,electricity,11.7,9.4,10.7,26,249
5584,buick,mid_size,3.6,6,AS9,gasoline,11.7,7.8,9.9,29,233
5585,buick,mid_size,2.5,4,AS6,gasoline,9.4,6.8,8.2,34,192
5586,buick,mid_size,3.6,6,AS9,gasoline,11.7,8.2,10.1,28,238
5587,buick,mid_size,2.0,4,AS9,electricity,10.6,7.4,9.1,31,214
5588,buick,mid_size,2.0,4,AS8,electricity,11.0,8.0,9.6,29,227
5589,buick,mid_size,3.6,6,AS9,gasoline,12.4,8.7,10.7,26,251
5590,cadillac,full_size,3.0,6,AS10,electricity,13.1,9.1,11.3,25,267
5591,cadillac,full_size,3.6,6,AS10,gasoline,13.0,8.8,11.1,25,261
5592,cadillac,full_size,4.2,8,AS10,electricity,17.3,9.5,13.8,20,324
5593,cadillac,mid_size,2.0,4,AS8,electricity,11.0,7.8,9.5,30,222
5594,cadillac,mid_size,3.6,6,AS8,gasoline,12.3,8.2,10.5,27,246
5595,cadillac,mid_size,2.0,4,AS8,electricity,11.4,8.1,9.9,29,232
5596,cadillac,mid_size,3.6,6,AS8,gasoline,13.3,9.2,11.5,25,269
5597,cadillac,mid_size,3.6,6,AS8,electricity,15.0,9.9,12.7,22,298
5598,cadillac,mid_size,6.2,8,AS8,electricity,17.1,11.0,14.3,20,337
5599,cadillac,suv_standard,6.2,8,A10,electricity,16.6,10.9,14.0,20,328
5600,cadillac,suv_small,2.0,4,AS9,electricity,9.8,7.8,8.9,32,209
5601,cadillac,suv_small,2.0,4,AS9,electricity,10.9,8.2,9.7,29,227
5604,cadillac,full_size,3.6,6,AS6,gasoline,12.9,8.7,11.0,26,259
5606,cadillac,full_size,3.6,6,AS6,electricity,15.0,10.1,12.8,22,302
5607,chevrolet,suv_small,2.5,4,A9,gasoline,10.8,8.8,9.9,29,232
5608,chevrolet,suv_small,3.6,6,A9,gasoline,12.0,9.0,10.6,27,250
5609,chevrolet,suv_small,3.6,6,A9,gasoline,12.7,9.5,11.3,25,265
5610,chevrolet,subcompact,2.0,4,AS8,electricity,10.8,7.7,9.4,30,220
5613,chevrolet,subcompact,3.6,6,M6,gasoline,14.3,8.8,11.8,24,277
5614,chevrolet,subcompact,6.2,8,AS10,electricity,14.5,8.8,12.0,24,279
5615,chevrolet,subcompact,6.2,8,M6,electricity,14.9,9.9,12.6,22,297
5616,chevrolet,subcompact,6.2,8,AS10,electricity,18.3,11.2,15.1,19,355
5620,chevrolet,pickuptruck_small,2.8,4,A6,diesel,11.8,7.9,10.1,28,270
5622,chevrolet,pickuptruck_small,2.5,4,A6,gasoline,12.7,9.8,11.4,25,267
5623,chevrolet,pickuptruck_small,2.8,4,A6,diesel,12.2,8.4,10.5,27,283
5625,chevrolet,pickuptruck_small,2.8,4,A6,diesel,13.3,10.6,12.1,23,326
5627,chevrolet,two_seater,6.2,8,AS8,electricity,15.6,9.2,12.7,22,299
5628,chevrolet,two_seater,6.2,8,M7,electricity,14.6,9.3,12.2,23,286
5629,chevrolet,two_seater,6.2,8,AS8,electricity,17.2,10.1,14.0,20,331
5630,chevrolet,two_seater,6.2,8,M7,electricity,15.9,10.6,13.5,21,318
5631,chevrolet,two_seater,6.2,8,AS8,electricity,19.5,12.0,16.1,18,381
5632,chevrolet,two_seater,6.2,8,M7,electricity,18.2,12.5,15.6,18,368
5633,chevrolet,compact,1.4,4,AS6,gasoline,8.3,6.2,7.3,39,172
5635,chevrolet,compact,1.6,4,A9,diesel,7.6,4.9,6.4,44,172
5636,chevrolet,mid_size,1.4,4,AS6,gasoline,8.3,6.2,7.3,39,172
5637,chevrolet,mid_size,1.4,4,AS6,gasoline,8.5,6.4,7.5,38,175
5639,chevrolet,suv_small,1.5,4,A6,gasoline,9.2,7.3,8.3,34,196
5640,chevrolet,suv_small,1.6,4,A6,diesel,8.5,6.0,7.4,38,199
5641,chevrolet,suv_small,1.5,4,A6,gasoline,9.3,7.8,8.6,33,207
5642,chevrolet,suv_small,1.6,4,A6,diesel,8.5,6.1,7.4,38,199
5644,chevrolet,full_size,2.5,4,AS6,gasoline,10.8,8.0,9.6,29,225
5647,chevrolet,mid_size,1.5,4,AV,gasoline,8.2,6.6,7.5,38,174
5648,chevrolet,mid_size,2.0,4,A9,electricity,10.5,7.4,9.1,31,214
5650,chevrolet,pickuptruck_standard,2.7,4,A8,gasoline,11.9,10.3,11.1,25,261
5651,chevrolet,pickuptruck_standard,4.3,6,A6,gasoline,15.1,11.5,13.5,21,316
5652,chevrolet,pickuptruck_standard,5.3,8,A6,gasoline,15.9,11.4,13.9,20,326
5653,chevrolet,pickuptruck_standard,5.3,8,A6,gasoline,15.7,11.9,14.0,20,329
5654,chevrolet,pickuptruck_standard,5.3,8,A6,ethanol,21.1,15.0,18.4,15,306
5655,chevrolet,pickuptruck_standard,5.3,8,A8,gasoline,14.1,10.2,12.4,23,290
5656,chevrolet,pickuptruck_standard,2.7,4,A8,gasoline,12.5,10.8,11.7,24,275
5657,chevrolet,pickuptruck_standard,4.3,6,A6,gasoline,15.8,11.9,14.0,20,329
5658,chevrolet,pickuptruck_standard,4.3,6,A6,gasoline,16.3,12.9,14.8,19,347
5659,chevrolet,pickuptruck_standard,5.3,8,A6,gasoline,15.9,11.7,14.0,20,329
5660,chevrolet,pickuptruck_standard,5.3,8,A6,gasoline,16.1,12.5,14.4,20,339
5661,chevrolet,pickuptruck_standard,5.3,8,A6,ethanol,22.0,16.1,19.3,15,322
5662,chevrolet,pickuptruck_standard,5.3,8,A6,gasoline,16.5,13.0,14.9,19,350
5663,chevrolet,pickuptruck_standard,5.3,8,A8,gasoline,14.9,10.8,13.1,22,306
5664,chevrolet,pickuptruck_standard,5.3,8,A8,gasoline,15.3,11.8,13.7,21,320
5665,chevrolet,pickuptruck_standard,6.2,8,A10,electricity,15.0,12.0,13.7,21,321
5666,chevrolet,pickuptruck_standard,5.3,8,A6,gasoline,15.6,10.9,13.5,21,317
5667,chevrolet,pickuptruck_standard,5.3,8,A6,gasoline,15.8,11.4,13.8,20,325
5668,chevrolet,subcompact,1.4,4,AV,gasoline,7.9,6.2,7.1,40,167
5669,chevrolet,subcompact,1.4,4,M5,gasoline,8.0,6.2,7.2,39,170
5670,chevrolet,suv_standard,5.3,8,A6,gasoline,15.7,10.5,13.4,21,314
5672,chevrolet,suv_standard,5.3,8,A6,ethanol,21.2,13.9,17.9,16,298
5673,chevrolet,suv_standard,5.3,8,A6,gasoline,16.8,11.3,14.3,20,336
5675,chevrolet,suv_standard,5.3,8,A6,ethanol,22.2,15.2,19.0,15,317
5676,chevrolet,suv_standard,6.2,8,A10,electricity,17.1,11.3,14.5,19,340
5680,chevrolet,suv_standard,5.3,8,A6,gasoline,15.8,11.1,13.7,21,321
5682,chevrolet,suv_standard,5.3,8,A6,ethanol,21.7,14.3,18.4,15,305
5684,chevrolet,suv_standard,3.6,6,A9,gasoline,13.0,8.8,11.1,25,261
5685,chevrolet,suv_standard,3.6,6,A9,gasoline,13.7,9.5,11.8,24,277
5686,chevrolet,suv_small,1.4,4,AS6,gasoline,9.1,7.6,8.4,34,196
5687,chevrolet,suv_small,1.4,4,M6,gasoline,9.4,6.9,8.3,34,194
5688,chevrolet,suv_small,1.4,4,AS6,gasoline,9.9,8.1,9.1,31,214
5702,dodge,mid_size,6.4,8,A8,electricity,15.8,9.6,13.0,22,304
5715,dodge,full_size,6.4,8,A8,electricity,15.8,9.6,13.0,22,304
5732,fiat,minicompact,1.4,4,A6,gasoline,9.7,7.4,8.7,32,203
5735,fiat,suv_small,1.3,4,A9,gasoline,10.0,7.9,9.1,31,213
5736,ford,suv_small,1.0,3,AS6,gasoline,8.6,8.1,8.4,34,196
5737,ford,suv_small,2.0,4,AS6,gasoline,10.2,8.0,9.3,30,218
5738,ford,suv_small,2.0,4,AS8,gasoline,10.9,8.0,9.6,29,224
5739,ford,suv_small,2.0,4,AS8,gasoline,11.4,8.3,10.0,28,233
5740,ford,suv_small,2.7,6,AS8,gasoline,12.6,9.2,11.0,26,259
5742,ford,suv_small,2.5,4,AS6,gasoline,11.0,8.0,9.6,29,226
5743,ford,suv_small,2.5,4,AS6,ethanol,15.0,10.8,13.1,22,218
5744,ford,suv_small,1.5,4,AS6,gasoline,11.2,8.4,9.9,29,232
5746,ford,suv_standard,3.5,6,AS10,gasoline,14.1,10.6,12.5,23,293
5747,ford,suv_standard,3.5,6,AS10,gasoline,14.7,11.2,13.1,22,307
5749,ford,suv_standard,3.5,6,AS6,gasoline,15.2,10.9,13.2,21,311
5751,ford,suv_standard,3.5,6,AS6,ethanol,19.8,14.3,17.3,16,288
5752,ford,pickuptruck_standard,2.7,6,AS10,gasoline,12.0,9.0,10.6,27,249
5753,ford,pickuptruck_standard,2.7,6,AS10,gasoline,12.4,9.4,11.1,25,260
5757,ford,pickuptruck_standard,3.3,6,AS6,gasoline,12.2,9.3,10.9,26,256
5758,ford,pickuptruck_standard,3.3,6,AS6,ethanol,16.7,12.6,14.9,19,247
5761,ford,pickuptruck_standard,3.5,6,AS10,gasoline,13.5,10.1,12.0,24,281
5762,ford,pickuptruck_standard,3.5,6,AS10,gasoline,13.8,10.7,12.4,23,291
5763,ford,pickuptruck_standard,3.5,6,AS10,gasoline,13.9,11.2,12.7,22,298
5764,ford,pickuptruck_standard,5.0,8,AS10,gasoline,13.9,10.2,12.2,23,287
5765,ford,pickuptruck_standard,5.0,8,AS10,ethanol,20.3,14.0,17.4,16,290
